/Users/gaurav_raj/ai-projects/s3-karo/features/private-s3/utils/errors.ts: line 46, col 29, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/features/private-s3/utils/errors.ts: line 96, col 29, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/features/profile/components/ApiKeysSection.tsx: line 119, col 24, Warning - Classname 'bg-green-50' is not a Tailwind CSS class! (tailwindcss/no-custom-classname)
/Users/gaurav_raj/ai-projects/s3-karo/features/profile/components/ApiKeysSection.tsx: line 119, col 24, Warning - Classname 'border-green-200' is not a Tailwind CSS class! (tailwindcss/no-custom-classname)
/Users/gaurav_raj/ai-projects/s3-karo/features/profile/components/ApiKeysSection.tsx: line 120, col 24, Warning - Classname 'text-green-800' is not a Tailwind CSS class! (tailwindcss/no-custom-classname)
/Users/gaurav_raj/ai-projects/s3-karo/features/profile/components/ApiKeysSection.tsx: line 188, col 23, Warning - Classname 'bg-green-100' is not a Tailwind CSS class! (tailwindcss/no-custom-classname)
/Users/gaurav_raj/ai-projects/s3-karo/features/profile/components/ApiKeysSection.tsx: line 188, col 23, Warning - Classname 'text-green-800' is not a Tailwind CSS class! (tailwindcss/no-custom-classname)
/Users/gaurav_raj/ai-projects/s3-karo/features/profile/components/ApiKeysSection.tsx: line 219, col 19, Warning - Classname 'text-red-500' is not a Tailwind CSS class! (tailwindcss/no-custom-classname)
/Users/gaurav_raj/ai-projects/s3-karo/features/profile/components/ApiKeysSection.tsx: line 219, col 19, Warning - Classname 'hover:text-red-600' is not a Tailwind CSS class! (tailwindcss/no-custom-classname)
/Users/gaurav_raj/ai-projects/s3-karo/features/profile/components/UserInfo.tsx: line 18, col 9, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/features/shared/utils/index.ts: line 167, col 45, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/hooks/use-explorer-state.ts: line 5, col 48, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/hooks/use-explorer-state.ts: line 11, col 54, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/hooks/use-toast.ts: line 18, col 7, Warning - 'actionTypes' is assigned a value but only used as a type. Allowed unused vars must match /^_/u. (unused-imports/no-unused-vars)
/Users/gaurav_raj/ai-projects/s3-karo/lib/database/config.neon.ts: line 59, col 5, Warning - 'baseQuery' is assigned a value but never used. Allowed unused vars must match /^_/u. (unused-imports/no-unused-vars)
/Users/gaurav_raj/ai-projects/s3-karo/lib/database/queries-subscriptions.ts: line 52, col 19, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/lib/database/queries-subscriptions.ts: line 136, col 63, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/lib/encryption/index.ts: line 44, col 45, Warning - 'userId' is defined but never used. Allowed unused args must match /^_/u. (unused-imports/no-unused-vars)
/Users/gaurav_raj/ai-projects/s3-karo/lib/encryption/index.ts: line 81, col 54, Warning - 'userId' is defined but never used. Allowed unused args must match /^_/u. (unused-imports/no-unused-vars)
/Users/gaurav_raj/ai-projects/s3-karo/lib/encryption/index.ts: line 190, col 14, Warning - 'decryptError' is defined but never used. (unused-imports/no-unused-vars)
/Users/gaurav_raj/ai-projects/s3-karo/lib/utils/logger.ts: line 3, col 34, Error - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
/Users/gaurav_raj/ai-projects/s3-karo/lib/utils/url.ts: line 47, col 14, Warning - 'e' is defined but never used. (unused-imports/no-unused-vars)

177 problems
